2023/6/20 22:12:20:734,-72.64999,-0.003923893,31.54,0,360,0
2023/6/20 22:12:21:223,-72.64999,0.2244675,31.54,0,360,0
2023/6/20 22:12:21:225,-72.64999,0.06750751,31.54,0,360,0
2023/6/20 22:12:21:226,-72.64999,-0.01453686,31.54,0,360,0
2023/6/20 22:12:21:278,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:21:370,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:21:471,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:21:570,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:21:670,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:21:771,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:21:870,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:21:971,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:70,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:169,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:269,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:368,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:469,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:569,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:671,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:771,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:871,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:22:970,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:70,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:169,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:270,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:371,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:476,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:571,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:670,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:770,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:869,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:23:970,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:70,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:170,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:272,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:370,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:470,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:576,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:670,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:770,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:872,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:24:969,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:25:69,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:25:171,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:25:273,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:25:782,-72.64999,0.2440875,31.54,0,360,0
2023/6/20 22:12:25:784,-72.64999,0.1067474,31.54,0,360,0
2023/6/20 22:12:25:785,-72.64999,-0.0148015,31.54,0,360,0
2023/6/20 22:12:25:810,-72.64999,0.2715554,31.54,0,360,0
2023/6/20 22:12:25:890,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:25:995,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:26:91,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:26:189,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:26:289,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:26:391,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:26:490,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:26:592,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:26:691,-72.64999,0.2833274,31.54,0,360,0
2023/6/20 22:12:26:795,-72.64999,0.2833274,31.53981,0,359.9238,0
2023/6/20 22:12:26:891,-72.64995,0.2833274,31.53319,0,359.3768,0
2023/6/20 22:12:26:991,-72.64977,0.2833274,31.51775,0,359.3152,0
2023/6/20 22:12:27:91,-72.64957,0.2833274,31.50157,0,359.3152,0
2023/6/20 22:12:27:191,-72.64938,0.2833274,31.48529,0,359.3152,0
2023/6/20 22:12:27:291,-72.64912,0.2833274,31.46315,0,359.3152,0
2023/6/20 22:12:27:389,-72.64861,0.2833274,31.42072,0,359.3152,0
2023/6/20 22:12:27:491,-72.64745,0.2833274,31.34289,0,358.9403,0
2023/6/20 22:12:27:591,-72.64482,0.2833274,31.21869,0,358.7678,0
2023/6/20 22:12:27:691,-72.64131,0.2833274,31.05557,0,358.7678,0
2023/6/20 22:12:27:791,-72.63729,0.2833274,30.86886,0,358.7678,0
2023/6/20 22:12:27:892,-72.63308,0.2833274,30.673,0,358.7678,0
2023/6/20 22:12:27:993,-72.62866,0.2833274,30.46781,0,358.7678,0
2023/6/20 22:12:28:90,-72.62393,0.2833274,30.24784,0,358.7678,0
2023/6/20 22:12:28:190,-72.61911,0.2833274,30.02384,0,358.7678,0
2023/6/20 22:12:28:291,-72.6143,0.2833274,29.80012,0,358.7678,0
2023/6/20 22:12:28:390,-72.60965,0.2833274,29.58404,0,358.7678,0
2023/6/20 22:12:28:490,-72.60535,0.2833274,29.38396,0,358.7678,0
2023/6/20 22:12:28:589,-72.60117,0.2833274,29.18953,0,358.7678,0
2023/6/20 22:12:28:692,-72.59712,0.2833274,29.00194,0,358.7678,0
2023/6/20 22:12:28:790,-72.59348,0.2833274,28.83234,0,358.7678,0
2023/6/20 22:12:28:890,-72.59006,0.2833274,28.6733,0,358.7678,0
2023/6/20 22:12:28:990,-72.58666,0.2833274,28.51509,0,358.7678,0
2023/6/20 22:12:29:91,-72.58327,0.2833274,28.35708,0,358.7678,0
2023/6/20 22:12:29:190,-72.58002,0.2833274,28.20578,0,358.7678,0
2023/6/20 22:12:29:290,-72.57696,0.2833274,28.06376,0,358.7678,0
2023/6/20 22:12:29:391,-72.57393,0.2833274,27.92259,0,358.7678,0
2023/6/20 22:12:29:490,-72.57089,0.2833274,27.78143,0,358.7678,0
2023/6/20 22:12:29:590,-72.56786,0.2833274,27.64027,0,358.7678,0
2023/6/20 22:12:29:690,-72.56483,0.2833274,27.4991,0,358.7678,0
2023/6/20 22:12:30:81,-72.56119,0.2440875,27.32971,0,358.7678,0
2023/6/20 22:12:30:83,-72.55815,0.1067474,27.18855,0,358.7678,0
2023/6/20 22:12:30:85,-72.55632,-0.01480246,27.10362,0,358.7677,0
2023/6/20 22:12:30:106,-72.55569,0.2833274,27.07539,0,358.7677,0
2023/6/20 22:12:30:193,-72.55256,0.2833274,26.92989,0,358.7676,0
2023/6/20 22:12:30:294,-72.54903,0.2833274,26.76583,0,358.7675,0
2023/6/20 22:12:30:392,-72.54479,0.2833274,26.5687,0,358.7675,0
2023/6/20 22:12:30:491,-72.53956,0.2833274,26.32523,0,358.7674,0
2023/6/20 22:12:30:591,-72.53325,0.2833274,26.0318,0,358.7673,0
2023/6/20 22:12:30:692,-72.52608,0.2833274,25.69895,0,358.7672,0
2023/6/20 22:12:30:792,-72.51839,0.2833274,25.34113,0,358.7672,0
2023/6/20 22:12:30:892,-72.51047,0.2833274,24.9734,0,358.7671,0
2023/6/20 22:12:30:991,-72.50253,0.2833274,24.60498,0,358.767,0
2023/6/20 22:12:31:92,-72.4946,0.2833274,24.23656,0,358.7669,0
2023/6/20 22:12:31:193,-72.48666,0.2833274,23.86815,0,358.7669,0
2023/6/20 22:12:31:294,-72.47874,0.2833274,23.4998,0,358.7668,0
2023/6/20 22:12:31:394,-72.47092,0.2833274,23.13714,0,358.7667,0
2023/6/20 22:12:31:491,-72.46355,0.2833274,22.79445,0,358.7667,0
2023/6/20 22:12:31:590,-72.45667,0.2833274,22.47507,0,358.7666,0
2023/6/20 22:12:31:690,-72.45018,0.2833274,22.17362,0,358.7665,0
2023/6/20 22:12:31:791,-72.44405,0.2833274,21.88908,0,358.7665,0
2023/6/20 22:12:32:147,-72.43671,0.2009234,21.54807,0,358.7664,0
2023/6/20 22:12:32:149,-72.43058,0.02434349,21.26388,0,358.7663,0
2023/6/20 22:12:32:150,-72.42747,-0.01448631,21.12118,0,358.7662,0
2023/6/20 22:12:32:212,-72.42342,0.2833274,20.93311,0,358.7661,0
2023/6/20 22:12:32:310,-72.41707,0.2833274,20.63805,0,358.766,0
2023/6/20 22:12:32:403,-72.4102,0.2833274,20.31927,0,358.7658,0
2023/6/20 22:12:32:502,-72.40254,0.2833274,19.96347,0,358.7657,0
2023/6/20 22:12:32:599,-72.39426,0.2833274,19.5789,0,358.7656,0
2023/6/20 22:12:32:701,-72.38568,0.2833274,19.18139,0,358.7654,0
2023/6/20 22:12:32:800,-72.37708,0.2833274,18.78229,0,358.7653,0
2023/6/20 22:12:32:901,-72.36848,0.2833274,18.38319,0,358.7651,0
2023/6/20 22:12:33:0,-72.35988,0.2833274,17.98438,0,358.765,0
2023/6/20 22:12:33:100,-72.35145,0.2833274,17.5933,0,358.7649,0
2023/6/20 22:12:33:202,-72.34351,0.2833274,17.22475,0,358.7648,0
2023/6/20 22:12:33:302,-72.33636,0.2833274,16.89305,0,358.7646,0
2023/6/20 22:12:33:402,-72.33025,0.2833274,16.60951,0,358.7645,0
2023/6/20 22:12:33:500,-72.32521,0.2833274,16.37637,0,358.7644,0
2023/6/20 22:12:33:601,-72.32113,0.2833274,16.18694,0,358.7643,0
2023/6/20 22:12:33:701,-72.31748,0.2833274,16.01797,0,358.7641,0
2023/6/20 22:12:34:75,-72.31311,0.2009232,15.81554,0,358.764,0
2023/6/20 22:12:34:77,-72.30946,0.02434325,15.64686,0,358.7639,0
2023/6/20 22:12:34:79,-72.30871,-0.0144875,15.61282,0,358.7637,0
2023/6/20 22:12:34:129,-72.30643,0.2833274,15.51207,0,358.5888,0
2023/6/20 22:12:34:227,-72.3013,0.2833274,15.34968,0,357.6298,0
2023/6/20 22:12:34:322,-72.29328,0.2833274,15.20605,0,355.8588,0
2023/6/20 22:12:34:423,-72.28287,0.2833274,15.0967,0,353.1226,0
