2023/6/13 20:01:02:328,-72.64999,0.2009234,31.54,0,360,0
2023/6/13 20:01:02:330,-72.64999,0.02434349,31.54,0,360,0
2023/6/13 20:01:02:332,-72.64999,-0.01448369,31.54,0,360,0
2023/6/13 20:01:02:378,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:02:539,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:02:606,-72.64999,0.2597835,31.54,0,360,0
2023/6/13 20:01:02:707,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:02:823,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:02:925,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:03:43,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:03:107,-72.64999,0.2597835,31.54,0,360,0
2023/6/13 20:01:03:195,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:03:327,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:03:378,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:03:494,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:03:594,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:03:711,-72.64999,0.2597835,31.54,0,360,0
2023/6/13 20:01:03:810,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:03:928,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:03:978,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:04:78,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:04:194,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:04:294,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:04:410,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:04:510,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:04:627,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:04:728,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:04:794,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:04:893,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:05:10,-72.64999,0.2597835,31.54,0,360,0
2023/6/13 20:01:05:109,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:05:227,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:05:325,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:05:378,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:05:494,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:05:593,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:05:711,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:05:809,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:05:927,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:05:978,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:06:93,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:06:193,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:06:310,-72.64999,0.2597835,31.54,0,360,0
2023/6/13 20:01:06:409,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:06:526,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:06:628,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:06:677,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:06:794,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:06:893,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:07:9,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:07:110,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:07:226,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:07:327,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:07:394,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:07:493,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:07:609,-72.64999,0.2597835,31.54,0,360,0
2023/6/13 20:01:07:709,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:07:827,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:07:927,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:08:44,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:08:92,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:08:194,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:08:309,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:08:409,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:08:479,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:08:627,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:08:693,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:08:794,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:08:910,-72.64999,0.2597835,31.54,0,360,0
2023/6/13 20:01:09:10,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:09:129,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:09:239,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:09:280,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:09:393,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:09:493,-72.64999,0.2833274,31.54,0,360,0
2023/6/13 20:01:09:610,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:09:709,-72.64999,0.2715554,31.54,0,360,0
2023/6/13 20:01:09:827,-72.64999,0.2715554,31.54,0,360,0
